name	log2FC	pvalue	qvalue	n.control	n.alt	mean_length.control	mean_length.alt
ENST00000272217	-0.135789593	0.28288953	0.802089856	93	89	1404.88172	1305.348315
ENST00000272227	-0.079131848	0.118403808	0.663837165	530	542	1707.207547	1638.46679
ENST00000272233	-0.136041672	0.380811462	0.846238291	1132	1649	1567.185512	1503.539115
ENST00000272252	0.407303603	0.052210417	0.532475092	27	39	1234.740741	1604.641026
ENST00000272274	-0.160609049	7.22E-06	0.010800229	208	365	508.1009615	459.3041096
ENST00000272298	-0.064704013	0.052158678	0.532271222	1582	1946	1117.60493	1083.760021
ENST00000272317	-0.027756126	0.038518325	0.483675959	5139	7212	597.3440358	587.9052967
ENST00000272342	-0.350662604	0.039393762	0.485456586	90	92	1936.7	1594.619565
ENST00000272348	-0.02978244	0.025287375	0.429021187	1020	1314	521.0392157	510.761035
ENST00000272369	-0.00871827	0.965351689	0.993669441	43	42	1973.255814	1990.166667
ENST00000272418	-0.141551283	0.191034286	0.734931242	314	317	1293.092357	1201.205047
ENST00000272424	-0.096658937	0.073928152	0.588277247	105	140	673.7047619	633.7714286
ENST00000272427	-0.061990663	0.856351617	0.971984127	38	20	2153.815789	2074.45
ENST00000272433	0.200377508	0.724168718	0.944102172	21	21	1420.571429	1676.142857
ENST00000272438	-0.286378156	0.292328839	0.805859586	163	174	1827.95092	1623.850575
ENST00000272444	-0.141036195	0.266996453	0.793459497	76	116	1397.421053	1305.810345
ENST00000272519	-0.390439533	0.001288299	0.129023031	163	155	1590.625767	1354.554839
ENST00000272521	-0.359635984	0.370280372	0.84198001	25	16	1168.56	1001.8125
ENST00000272542	-0.241069193	0.102139052	0.640849854	201	252	2050.825871	1849.785714
ENST00000272570	-0.467916259	0.058221838	0.551132427	16	23	1352.5625	1056.434783
ENST00000272610	-0.183002329	0.390327625	0.847621901	20	36	1050.65	962.3333333
ENST00000272638	-0.323608829	0.001749801	0.146632605	183	188	2019.650273	1668.569149
ENST00000272645	-0.017570204	0.922051253	0.984456327	140	179	1350.985714	1347.620112
ENST00000272647	-0.109486898	0.523068259	0.892690035	60	61	1860.766667	1731.213115
ENST00000272732	-0.296612043	0.340268211	0.826435721	38	37	1863.315789	1549.27027
ENST00000272746	-0.816773963	0.026932213	0.432940247	11	13	1644.272727	724.3076923
ENST00000272748	0.206058196	0.343829716	0.828974279	46	40	1592.478261	1840.825
ENST00000272793	-0.404906472	0.1878005	0.732010521	26	29	1978.307692	1578.965517
ENST00000272839	-0.318806612	0.125348578	0.67378683	11	17	1009.363636	862.2941176
ENST00000272902	-0.273289026	0.02506656	0.428669263	113	110	1647.061947	1447.954545
ENST00000272928	-0.197096749	0.024949355	0.427775427	591	626	1606.353638	1471.196486
ENST00000272930	-0.082951892	0.364688368	0.838350151	170	205	1090.594118	1047.039024
ENST00000272937	0.270321493	0.476810926	0.877835913	17	19	1019.470588	1178.526316
ENST00000273037	0.077207019	0.388627107	0.847370156	11	16	1477	1550.0625
ENST00000273038	-0.096710866	0.78939592	0.957252554	52	43	2246.519231	2107.348837
ENST00000273047	-0.150440275	0.246733317	0.777516535	186	210	1569.053763	1459.214286
ENST00000273062	-0.125092528	0.560641872	0.90273775	334	299	1459.778443	1419.083612
ENST00000273064	-0.198160577	0.096145967	0.62927857	233	202	1422.575107	1295.777228
ENST00000273075	-0.007806647	0.954681452	0.992463435	120	103	1508.55	1536.009709
ENST00000273077	-0.251118389	0.6086045	0.91735078	10	15	1294.4	1147.533333
ENST00000273130	-0.201196436	0.092902673	0.624254531	210	158	1508.514286	1376.06962
ENST00000273153	-0.344117039	0.337925549	0.826286218	105	106	1703.742857	1561.481132
ENST00000273156	-0.104053051	0.279948919	0.800472827	96	74	1469.90625	1375.175676
ENST00000273158	-0.111315555	0.225758157	0.762959226	138	143	1480.442029	1395.363636
ENST00000273179	-0.687343289	0.050785432	0.52898181	40	30	2077.8	1415.233333
ENST00000273183	-0.248470683	0.272376868	0.796811388	100	129	1757.07	1522.449612
ENST00000273221	-0.581803507	0.137000608	0.688397746	24	11	1554.541667	1060.181818
ENST00000273223	-0.03538971	0.026548985	0.431318222	3292	4668	553.1136087	542.9470865
ENST00000273258	-0.164392168	0.039615223	0.485986321	689	653	1470.79971	1338.846861
ENST00000273261	-0.200279465	0.687921932	0.936245432	26	15	2396.576923	2296.333333
ENST00000273308	-0.110022095	0.00519597	0.240839102	767	845	856.3885267	803.0627219
ENST00000273317	-0.303812808	0.094744732	0.625618895	52	48	1975.442308	1582.833333
ENST00000273347	-0.147357446	0.70994636	0.940559457	41	35	1782.926829	1583.142857
ENST00000273359	-0.399505239	0.001212729	0.125864535	108	97	1625.018519	1299.639175
ENST00000273375	-0.288246895	0.080772409	0.601905736	62	68	1500.564516	1313.088235
ENST00000273398	-0.23733883	0.053658085	0.536080328	196	208	1904.22449	1714.403846
ENST00000273435	-0.147291971	0.273464142	0.797452952	95	97	1077.494737	1027.412371
ENST00000273480	-0.067240371	0.168349896	0.713826776	382	447	871.078534	846.0939597
ENST00000273482	-0.41619357	0.345752204	0.830390869	10	24	1850.7	1524.708333
ENST00000273541	0.112676621	0.585473472	0.910845698	28	20	922.1071429	989.75
ENST00000273550	-0.042474952	0.0257697	0.429170383	81700	78387	918.884492	897.6475564
ENST00000273582	-0.59861325	0.216688513	0.754867705	21	22	2288.952381	1501.181818
ENST00000273590	-0.225748601	0.20828786	0.747514544	87	92	1432.735632	1213.673913
ENST00000273596	-0.002369728	0.983791944	0.996113632	141	211	983.9148936	991.1895735
ENST00000273598	-0.310968529	0.294013524	0.80645324	27	30	1277.111111	1053.833333
ENST00000273666	0.331111554	0.511163784	0.890130408	7	11	1610	2446.909091
ENST00000273668	-0.218715644	0.133744946	0.684251471	10	11	991.1	868.4545455
ENST00000273783	-0.312404481	0.004755358	0.23526292	157	159	1778.019108	1551.528302
ENST00000273814	-0.396457636	0.387098754	0.846963321	15	22	2088.866667	1713.681818
ENST00000273853	-0.07551994	0.854314734	0.971336253	28	44	1668.75	1565.545455
ENST00000273854	-0.537246043	0.157345113	0.704889622	17	23	2387.235294	1682.347826
ENST00000273859	-0.231022974	0.493422905	0.884464345	25	23	2209.44	2080.652174
ENST00000273920	-0.227626896	0.005009995	0.238524748	138	164	1707.427536	1528.542683
ENST00000273962	-0.103449679	0.722706852	0.94339292	14	12	1340.071429	1182.416667
ENST00000273963	-0.006022287	0.992023248	0.997388544	20	12	1931.6	2130.666667
ENST00000273968	-0.046062023	0.36487928	0.838355453	453	441	1144.110375	1121.442177
ENST00000273986	-0.14551445	0.015958155	0.369644842	497	509	1052.249497	968.546169
ENST00000274000	-0.094658485	0.706925911	0.939896007	80	72	1664.3	1692.444444
ENST00000274008	0.108462429	0.665427382	0.929651432	31	28	1208.83871	1324.678571
ENST00000274026	-0.16473414	0.124573733	0.6729046	434	431	1678.707373	1544.658933
ENST00000274030	-0.231824745	0.46330473	0.874176918	18	17	1448.111111	1307.705882
ENST00000274031	-0.339842946	0.010787743	0.321655635	168	151	2259.125	1824.986755
ENST00000274054	-0.208952317	0.135884742	0.687099461	51	51	1403.078431	1229.980392
ENST00000274065	-0.07079358	0.019756931	0.397361657	5425	6576	877.0230415	844.2591241
ENST00000274137	-0.034818815	0.001682928	0.144690347	4181	5052	565.6665869	555.0435471
ENST00000274140	-0.370657886	0.045837188	0.512606311	580	550	1840.965517	1589.489091
ENST00000274192	-0.151240704	0.106360431	0.648029767	298	315	1618.88255	1496.019048
ENST00000274203	-0.480193706	0.040298379	0.488818584	208	165	2239.711538	1698.872727
ENST00000274217	-0.015720835	0.878736879	0.976002139	132	149	1585.621212	1525.966443
ENST00000274242	-0.023624574	0.002881248	0.18630555	24934	34040	444.0032887	435.382785
ENST00000274254	-0.217270189	0.028815061	0.445869231	95	68	1240	1123.514706
ENST00000274255	-0.031569439	0.842844341	0.968153308	134	113	1586.30597	1638.778761
ENST00000274276	-0.549893387	0.00807621	0.287740093	92	77	2056.532609	1558.116883
ENST00000274289	-0.314189159	0.053880295	0.53664849	329	161	1921.285714	1702.956522
ENST00000274311	-0.198880472	0.028517506	0.445869231	242	237	1446.417355	1310.392405
ENST00000274364	-0.125676799	0.42295885	0.859313376	110	87	2081.445455	2034.275862
ENST00000274400	-0.100308007	0.660992334	0.929203615	62	45	1297.016129	1250.133333
ENST00000274457	0.004151198	0.98134796	0.995774436	47	83	1726.191489	1771.891566
ENST00000274458	-0.159008734	0.090550227	0.622376521	86	86	1355.418605	1241.662791
ENST00000274496	-0.249751323	0.077112595	0.594586884	263	264	1683.224335	1519.94697
ENST00000274542	-0.12722786	0.425873806	0.859553337	78	76	1566.217949	1421.526316
ENST00000274562	-0.112320844	0.549513507	0.901534714	59	56	1042.440678	956.4464286
ENST00000274569	-0.313652266	0.461824445	0.874176918	11	22	1891.818182	1697.909091
ENST00000274599	-0.691434183	0.114220526	0.657453349	14	13	1801.714286	1322
ENST00000274605	-0.871255012	0.203004539	0.743899836	17	17	1826.705882	1135.470588
ENST00000274606	-0.069253446	0.000408732	0.076709611	2381	2584	780.4888702	753.4651703
ENST00000274680	-0.471658056	0.009825575	0.309080354	70	81	1528.085714	1181.54321
ENST00000274695	-0.594706246	0.047784255	0.519264026	24	19	2109.291667	1507.578947
ENST00000274712	-0.240246378	0.000526769	0.086720177	515	599	1102.92233	969.7612688
ENST00000274747	-0.636790244	0.211664971	0.75066411	17	24	1687.294118	1191.333333
ENST00000274773	-0.083161736	0.818781747	0.963724431	52	49	1436.884615	1414.612245
ENST00000274787	-0.093245186	0.005499344	0.244693503	708	875	680.3008475	648.9657143
ENST00000274811	0.052356552	0.79935902	0.959505495	93	99	1527.096774	1646.040404
ENST00000274813	-0.228463403	0.113981924	0.656865832	75	95	1968.573333	1718.926316
ENST00000274849	-0.170358058	0.064490824	0.567534559	122	136	1179.909836	1084.610294
ENST00000274853	-0.289721582	0.47531098	0.877275827	40	32	1723.875	1488.34375
ENST00000275015	0.032342408	0.86636189	0.973622057	18	16	1731.055556	1783.0625
ENST00000275034	-0.128510666	0.42550033	0.859553337	106	121	2000.443396	1725.272727
ENST00000275036	-0.224502532	0.020968305	0.407743817	122	139	762.5983607	677.2158273
ENST00000275053	-0.247378362	0.34315436	0.828667733	48	65	2076.395833	1884.538462
ENST00000275072	-0.278663063	0.2424539	0.773700212	50	51	2012.82	1659
ENST00000275080	-0.485111727	0.002445629	0.171283705	49	61	1565.673469	1165.04918
ENST00000275227	-0.281780908	0.273724218	0.79763073	66	61	1818.484848	1569.393443
ENST00000275230	-0.343865805	0.257709276	0.78606742	24	19	2349.416667	1936.315789
ENST00000275300	-0.192158257	0.09961615	0.63495875	136	143	1805.852941	1653.811189
ENST00000275364	-0.29152226	0.241522199	0.772919605	137	90	2154.934307	1890.366667
ENST00000275428	-0.097012414	0.126116419	0.674245021	409	474	1027.479218	985.4725738
ENST00000275493	-0.535257535	0.025475011	0.429021187	107	110	2345.82243	1820.963636
ENST00000275517	-0.111003935	0.508892531	0.889399052	248	294	1630.016129	1609.27551
ENST00000275521	-0.625444752	0.218311082	0.756342789	20	23	2539.35	2132.695652
ENST00000275560	0.294300812	0.251739663	0.781003948	16	12	1050.375	1243
ENST00000275603	-0.206809194	0.021078061	0.407825345	1722	1585	1768.926249	1625.104101
ENST00000275605	-0.067954296	0.030515009	0.457645256	423	518	877.8628842	841.6833977
ENST00000275607	0.106615656	0.416972593	0.857218769	71	55	817.915493	878.1636364
ENST00000275732	-0.069292178	0.885534883	0.977497326	60	50	1306.55	1371.78
ENST00000275766	-0.07368682	0.532607862	0.896600388	41	53	884.3414634	797.8679245
ENST00000275820	-0.066489117	0.820923324	0.964314814	45	48	1282.177778	1193.333333
ENST00000275954	-0.24208697	0.334384623	0.824175587	43	49	1954.604651	1669.857143
ENST00000275988	-0.644994825	0.051017393	0.529236729	20	14	893.95	629.1428571
ENST00000276052	-0.328676951	0.091761926	0.623610999	44	36	1164.340909	988.0277778
ENST00000276055	0.410785166	0.405199629	0.853128076	11	11	1356.181818	1881.727273
ENST00000276062	-0.031897872	0.144989929	0.696734862	660	920	647.2469697	636.5271739
ENST00000276079	-0.123705113	0.416792092	0.857194821	1060	1013	1790.775472	1739.482725
ENST00000276201	-0.036889994	0.807354833	0.961648268	53	63	1314.283019	1355.650794
ENST00000276202	-0.577732678	0.13988139	0.690187194	6	15	2293.833333	1526.666667
ENST00000276204	-0.183290569	0.7412844	0.947442171	20	27	2372.1	2198.703704
ENST00000276282	-0.283483116	0.27245305	0.796857016	47	52	2056.659574	1914.692308
ENST00000276390	-0.283444535	0.067817722	0.57355732	183	172	1869.213115	1533.813953
ENST00000276416	0.060546876	0.659215114	0.929079009	44	37	1310.659091	1366.648649
ENST00000276431	-0.330942105	0.007757012	0.282833266	153	130	1958.973856	1599.861538
ENST00000276440	-0.213507649	0.216031844	0.754867705	69	60	1464.971014	1217.816667
ENST00000276461	0.049356106	0.83387446	0.966901469	91	80	1858.615385	2047.8125
ENST00000276520	0.212336377	0.40879855	0.854420602	37	23	2267.27027	2616.478261
ENST00000276533	-0.238212361	0.245418186	0.776340788	35	44	1242.371429	1223.181818
ENST00000276569	-0.239915709	0.031897521	0.460701035	117	133	2012.666667	1776.781955
ENST00000276585	-0.037787802	0.271318495	0.795325243	228	304	780.5526316	751.6414474
ENST00000276590	-0.154372125	0.471801862	0.875787214	50	65	1145.46	1059.676923
ENST00000276602	-0.112252635	0.548865897	0.901534714	60	40	1279.2	1263.025
ENST00000276603	0.074362436	0.584939194	0.910722887	35	39	1232.028571	1278.974359
ENST00000276682	-0.288958516	0.000993	0.117539141	132	147	1095.393939	940.047619
ENST00000276689	-0.039960664	0.05023754	0.525970146	1371	1441	705.1006565	687.5114504
ENST00000276692	-0.049946047	0.189893209	0.734303216	169	184	1005.485207	980.3206522
ENST00000276704	-0.103276285	0.338567087	0.826340742	52	79	1229.788462	1161.822785
ENST00000276816	-0.011297612	0.973093555	0.994302094	20	17	1680.9	1637.117647
ENST00000276833	0.034525097	0.841430826	0.967876732	16	30	706.75	729.1
ENST00000276893	-0.130328132	0.554908885	0.902581048	111	122	2056.531532	1926.852459
ENST00000276914	0.070684415	0.73280858	0.945346609	25	36	1492.92	1640.25
ENST00000276925	-0.338224591	0.073221349	0.586200546	321	210	1710.713396	1460.647619
ENST00000277010	-0.124587621	0.136127164	0.687626106	1106	1059	1410.018083	1337.032106
ENST00000277141	-0.039277303	0.937868229	0.988188291	20	21	2381.6	2322.380952
ENST00000277165	-0.267787938	0.177079179	0.722283725	460	340	2038.104348	1736.391176
ENST00000277415	-0.138507808	0.163994235	0.710372984	56	86	840.7857143	777.4534884
ENST00000277458	-0.037302871	0.857566003	0.971984127	60	69	1933.133333	1906.333333
ENST00000277459	-0.058892892	0.868061204	0.973709253	17	18	1110.117647	1291.166667
ENST00000277462	-0.283965657	0.082184643	0.605394479	44	55	961.4772727	849.9818182
ENST00000277465	0.249694888	0.264849333	0.791761938	26	31	988.5	1179.612903
ENST00000277540	-0.201851236	0.091677185	0.623610999	83	107	1554.39759	1351.448598
ENST00000277541	0.203864655	0.427305006	0.860407134	43	47	1936.883721	2260.489362
ENST00000277554	0.099826626	0.726549643	0.944698731	84	60	1802.857143	1917.85
ENST00000277570	-0.247613749	0.280352291	0.800587316	27	33	1531.444444	1432.090909
ENST00000277632	-0.378322953	0.007158146	0.275107207	53	56	2058.339623	1640.125
ENST00000277746	-0.242869776	0.067277264	0.572356751	60	65	1583.666667	1432.492308
ENST00000277817	0.017084609	0.958002357	0.992804755	38	59	1599.684211	1530.067797
ENST00000277865	-0.126460739	0.331286252	0.822219382	332	385	1736.506024	1642.683117
ENST00000277900	-0.391529171	0.021130577	0.407874249	80	108	2367.375	1828.925926
ENST00000278025	-0.136860739	0.453400006	0.870310472	16	16	694.375	657.4375
ENST00000278070	-0.428009042	0.232823902	0.766635111	63	60	2432	2051.25
ENST00000278071	-0.505836138	0.007501575	0.280435776	133	73	2181.015038	1545.342466
ENST00000278100	-0.079584718	0.33408798	0.823975843	196	213	1126.530612	1074.629108
ENST00000278174	-0.090858348	0.594947485	0.913675218	54	70	1491.925926	1497.557143
ENST00000278175	0.054914472	0.721072331	0.942998427	42	177	1187.833333	1204.638418
ENST00000278193	-0.246455923	0.120298153	0.666564049	203	179	1624.305419	1417.363128
ENST00000278200	-0.057844992	0.219517929	0.757243176	87	126	550.6551724	520.6269841
ENST00000278224	-0.016832542	0.97677065	0.994847802	34	45	1641.294118	1533
ENST00000278243	-0.022659052	0.914632871	0.983736412	30	28	1281.466667	1218.285714
ENST00000278353	-0.147770373	0.325335966	0.820589749	169	164	1663.946746	1482.414634
ENST00000278412	-0.161596504	0.099104668	0.633030783	1172	1176	1575.645904	1477.315476
ENST00000278422	-0.114016581	0.04420464	0.505761977	483	453	1458.354037	1373.337748
ENST00000278460	0.225798465	0.34753445	0.830867977	34	36	1166.647059	1314.944444
ENST00000278483	-0.070892039	0.254056809	0.782774797	334	375	888.2365269	843.0773333
ENST00000278505	-0.206850706	0.411101259	0.855218284	36	33	2342.694444	1920.212121
ENST00000278520	-0.393849781	0.169346788	0.714921701	51	56	1772.803922	1401.428571
ENST00000278572	-0.060964244	0.272754056	0.797086303	5932	7588	820.0060688	798.5864523
ENST00000278590	0.304823041	0.62616456	0.921929335	16	16	1381.375	1471.6875
ENST00000278612	-0.554966718	0.041129652	0.493678794	33	41	2276.727273	1578.365854
ENST00000278618	-0.37620375	0.000727572	0.104545458	167	137	1709.598802	1403.89781
ENST00000278671	-0.113134685	0.08127379	0.603390479	570	641	1013.491228	959.3073323
ENST00000278715	-0.067504181	0.278495338	0.799989867	134	100	1469.798507	1449.06
ENST00000278756	-0.0087517	0.976301501	0.994705904	66	54	1391	1392.796296
ENST00000278823	-0.217140353	0.252392653	0.781512647	95	94	1439.894737	1185.06383
ENST00000278826	-0.13042632	0.084476633	0.6102984	113	166	1142.185841	1071.307229
ENST00000278829	-0.049768011	0.690429578	0.936694728	216	204	1568.083333	1566.710784
ENST00000278833	-0.075061963	0.80031245	0.959597584	16	23	1211.8125	1012.782609
ENST00000278840	-0.117218659	0.576859917	0.909427047	233	273	1556.257511	1471.296703
ENST00000278845	-0.02951816	0.953377614	0.992195985	29	31	1548.793103	1434.516129
ENST00000278849	0.155425355	0.503060808	0.888040152	32	30	1107.625	1240.333333
ENST00000278856	-0.16600069	0.368850901	0.841382944	108	111	1065.240741	1017.990991
ENST00000278893	-0.271777055	0.189216629	0.733339241	31	35	1094.935484	930.4857143
ENST00000278903	-0.200550243	0.1195505	0.66495613	388	393	1553.948454	1397.536896
ENST00000278935	-0.356166803	0.61346811	0.919030756	19	18	2181.473684	1834.722222
ENST00000278980	-0.209457521	0.144030448	0.69538749	173	183	1308.554913	1172.016393
ENST00000279022	-0.084081563	0.077966028	0.596507259	1464	1638	1105.730191	1066.684982
ENST00000279036	-0.143269235	0.241778822	0.773244965	276	338	1842.036232	1739.275148
ENST00000279068	-0.084684672	0.754355567	0.949183987	150	104	1216.02	1136.692308
ENST00000279101	0.149416554	0.716393474	0.941892001	19	20	1787.421053	1616.45
ENST00000279146	-0.042864731	0.56589509	0.905539626	337	413	1057.727003	1035.634383
ENST00000279147	0.302838293	0.419434133	0.857826998	12	16	1146.833333	1382.375
ENST00000279206	0.018332716	0.874192143	0.975248923	181	188	963.0331492	990.643617
ENST00000279230	0.5723	0.389310136	0.847370156	24	16	2370.458333	2915.375
ENST00000279242	-0.128678162	0.379250059	0.845652285	273	257	1526.912088	1401.902724
ENST00000279247	0.066615224	0.874898243	0.975288007	149	165	1981.731544	2032.733333
ENST00000279249	-0.016121333	0.885689842	0.977497326	105	76	1287.390476	1296.473684
ENST00000279263	-0.158426523	0.67493256	0.932396694	12	12	1162.666667	1189.75
ENST00000279281	-0.039465683	0.780184684	0.955465977	639	596	1597.292645	1570.236577
ENST00000279387	-0.074384181	0.48854948	0.882381771	636	513	1182.402516	1167.475634
ENST00000279392	-0.158876269	0.05065447	0.528469159	118	117	1022.110169	928.7777778
ENST00000279394	0.109676096	0.745630316	0.948492173	51	54	1493.294118	1650.981481
ENST00000279396	-0.017244874	0.675195626	0.932427427	199	264	926.2763819	920.1136364
ENST00000279550	-0.198268708	0.120876852	0.667151719	950	1099	1109.978947	1004.734304
ENST00000279839	-0.103389361	0.226634257	0.763924289	320	367	845.20625	814.1825613
ENST00000279873	-0.675394598	0.008597278	0.295366512	52	23	2105.269231	1585.826087
ENST00000279907	-0.574565576	0.057504178	0.549471684	33	29	2865.666667	1995.413793
ENST00000280096	-0.117215331	0.016611647	0.376158592	21	37	545.047619	505.6216216
ENST00000280097	-0.233554054	0.179247802	0.723992285	116	123	1394.810345	1172.552846
ENST00000280098	-0.403896663	0.038572823	0.483675959	52	66	1998.346154	1682.590909
ENST00000280154	-0.298480725	0.106611697	0.648029767	206	157	1503.771845	1285.050955
ENST00000280155	-0.235903531	0.260838202	0.788200053	152	124	1725.532895	1469.508065
ENST00000280258	-0.246352936	0.023468969	0.422429712	569	457	1484.560633	1338.789934
ENST00000280285	-0.235071255	0.267171167	0.793644931	54	48	1546.092593	1429.9375
ENST00000280326	-0.130953087	0.050573827	0.528166758	5664	5400	1665.341808	1568.057963
ENST00000280330	-0.121459889	0.433071321	0.86370034	191	178	1374.722513	1234.820225
ENST00000280333	-0.303578533	0.192461586	0.734970497	66	41	2663.348485	2295.073171
ENST00000280346	-0.1878249	0.086459584	0.613671415	157	122	2139.936306	1952.819672
ENST00000280352	-0.188162363	0.474894719	0.876999467	24	26	1631.208333	1457
ENST00000280357	0.001829966	0.988446442	0.996387827	138	186	1037.92029	1039.376344
ENST00000280362	-0.038365161	0.215768139	0.754867705	172	212	794.4127907	771.2783019
ENST00000280377	-0.177635966	0.585072714	0.910722887	52	78	2238.942308	2018.576923
ENST00000280527	-0.112709342	0.557485041	0.90262883	260	299	1923.830769	1815.013378
ENST00000280551	-0.247676878	0.06686349	0.5722452	123	99	2163.121951	1962.919192
ENST00000280557	-0.139544126	0.454335026	0.870763203	299	358	1484.571906	1418.078212
ENST00000280571	-0.056487688	0.631912523	0.923375103	85	100	1154.141176	1141.05
ENST00000280591	0.085063541	0.632262762	0.923379566	16	34	771.25	811.6176471
ENST00000280612	-0.370364842	0.00414192	0.222729557	261	228	2138.97318	1699.464912
ENST00000280614	-0.182409108	0.585640954	0.910845698	15	13	1475	1387.461538
ENST00000280665	-0.280279804	0.316917388	0.815862188	35	28	1574	1393.928571
ENST00000280700	-0.255053936	0.094469595	0.625618895	89	55	1863.101124	1610.963636
ENST00000280701	-0.427222688	0.000196637	0.0528833	49	50	1494.77551	1177.14
ENST00000280756	-0.413383367	0.034496811	0.470516568	70	66	1967.914286	1572.272727
ENST00000280800	-0.073199588	0.558622333	0.90262883	68	106	995.6764706	969.2075472
ENST00000280871	-0.010955965	0.974603408	0.994347024	108	110	1822.972222	2093.790909
ENST00000280969	-0.07062445	0.433717624	0.863904701	140	145	1453.442857	1425.006897
ENST00000280987	-0.279931026	0.002400416	0.170647602	116	123	1355.12069	1098.325203
ENST00000281017	0.036192083	0.666022748	0.929651432	95	123	921.7368421	943.8211382
ENST00000281031	-0.053865395	0.01359284	0.348727868	1278	1409	655.7871674	633.8325053
ENST00000281038	-0.259095516	0.307741206	0.81219023	83	71	1734.60241	1556.15493
ENST00000281081	-0.661319904	0.096223765	0.62927857	35	19	1605.742857	1061.736842
ENST00000281092	-0.410924871	0.093048313	0.624793464	50	69	2427.04	1922.188406
ENST00000281141	-0.17308712	5.74E-05	0.030692893	691	723	1180.616498	1080.860304
ENST00000281142	-0.143208596	0.542600614	0.899507032	22	27	1795.136364	1643.407407
ENST00000281146	-0.402945863	0.23172818	0.766290049	15	23	1545	1225.391304
ENST00000281172	-0.804320873	0.280856098	0.801184637	12	15	2419.25	1335.066667
ENST00000281182	-0.624282193	0.011071012	0.325860155	21	23	1916.285714	1494.956522
ENST00000281187	-0.117207053	0.405326311	0.853128076	97	87	1636.092784	1530.137931
ENST00000281243	-0.079084319	0.103456028	0.642306736	185	181	1244.789189	1192.441989
ENST00000281273	-0.492837316	0.200942077	0.741731673	46	30	2077.586957	1604
ENST00000281382	-0.096782383	0.325662874	0.820589749	30	36	932.9666667	886.8055556
ENST00000281405	-0.834320315	0.059374808	0.552982474	26	19	1501.807692	802.2631579
ENST00000281416	-0.457098073	0.278200948	0.799955495	13	12	1992.846154	1574.333333
ENST00000281419	0.005529585	0.991653768	0.997375451	24	22	2465.25	2411.272727
ENST00000281453	-0.194615588	0.026848021	0.432940247	115	149	1416.695652	1291.758389
ENST00000281455	-0.043930938	0.912349729	0.983419683	22	14	3118.5	3009.642857
ENST00000281456	-0.131239309	0.155339113	0.703162612	203	193	1208.236453	1117.523316
ENST00000281471	-0.01103258	0.963918456	0.993610287	20	20	1477.35	1398.35
ENST00000281496	0.087311056	0.819617139	0.964027797	8	11	1939.375	2147.727273
ENST00000281513	-0.13967517	0.558198134	0.90262883	57	65	2211.035088	2042.907692
ENST00000281543	-0.098720206	0.56166754	0.903113482	47	59	1700.510638	1594.457627
ENST00000281623	-0.265981405	0.027211455	0.433763005	95	112	1335.242105	1152.625
ENST00000281631	-0.628843241	0.1275242	0.675592884	33	25	2023.818182	1652.36
ENST00000281701	-0.231876661	0.408310534	0.854401851	15	24	1941.2	1704.125
ENST00000281708	-0.57056126	0.257090766	0.785556752	18	13	2481.611111	1794.692308
ENST00000281741	-0.090073586	0.785310204	0.95688596	26	18	1824.384615	1820.333333
ENST00000281772	-0.192951586	0.571830168	0.907556294	25	21	1308.88	1130.666667
ENST00000281828	-0.274200037	0.000155926	0.048548952	477	434	1524.593291	1320.437788
ENST00000281871	-0.014912303	0.269522772	0.793906824	1054	1470	638.9791271	628.2585034
ENST00000281928	-0.170523746	0.385265439	0.846238291	62	57	1890.483871	1850.385965
ENST00000281932	-0.402880367	0.209984924	0.74904047	20	15	1541.2	1141.666667
ENST00000281938	-0.134026118	0.310986754	0.813902823	289	295	1464.117647	1364.647458
ENST00000281950	-0.062528439	0.579802078	0.909692094	65	75	809.0153846	793.9333333
ENST00000282003	-0.43077568	0.353489324	0.833863594	63	65	2017.079365	1610.861538
ENST00000282032	-0.617584695	5.60E-05	0.030692893	82	69	1670.731707	1152.478261
ENST00000282041	-0.816963912	0.009575848	0.307530526	30	24	3092.1	2222.833333
ENST00000282050	-0.18419483	0.135556286	0.686869337	574	557	1453.620209	1299.639138
ENST00000282058	-0.073826078	0.35652393	0.834727824	185	205	1005.654054	974.2926829
ENST00000282074	-0.117199615	0.100440111	0.636277515	146	157	986.0273973	937.8789809
ENST00000282077	-0.128847668	0.596672006	0.913917746	21	46	1930.52381	1713.717391
ENST00000282096	-0.367929035	0.034418865	0.470516568	98	91	2090.77551	1614.736264
ENST00000282120	-0.143795087	0.576257656	0.909427047	65	50	2100.615385	2096.66
ENST00000282185	0.073696831	0.770988789	0.953129941	25	28	1209.28	1285.464286
ENST00000282226	-0.336685934	0.15182248	0.701407778	6	12	1030.666667	785.9166667
ENST00000282251	0.464789732	0.163803759	0.710145239	19	25	1432.210526	1681.2
ENST00000282268	-0.156820568	0.314078953	0.814552368	36	36	1371.888889	1256.666667
ENST00000282276	-0.102534595	0.77273592	0.953717409	58	54	1671.37931	1494.018519
ENST00000282282	-0.257513831	0.427577161	0.860619977	6	12	1823.666667	1625.833333
ENST00000282286	-0.294300669	0.533799237	0.897011927	7	15	1881.428571	1448.2
ENST00000282344	-0.133960656	0.616240076	0.919957638	87	112	1832.655172	1826.892857
ENST00000282356	-0.52478541	0.110104428	0.651858075	23	38	2134.913043	1621.026316
ENST00000282388	0.026870093	0.88866152	0.978042532	65	29	1831.4	1841.931034
