name	log2FC	pvalue	qvalue	n.control	n.alt	mean_length.control	mean_length.alt
ENST00000357628	-0.339871631	0.045099354	0.510214014	46	57	2157.391304	1753.192982
ENST00000357635	-0.058898337	0.860332872	0.972009872	35	35	1960.342857	1933.428571
ENST00000357641	-0.103936352	0.729393855	0.944847483	34	31	2175.323529	2044.387097
ENST00000357649	-0.218097958	0.639630059	0.925904597	90	85	2000.166667	2032.176471
ENST00000357654	-0.568387211	0.024223873	0.425203048	58	45	2853.103448	1949.6
ENST00000357666	0.159902301	0.514267028	0.890262827	14	18	1594.071429	1763.388889
ENST00000357668	-0.165712217	0.433792249	0.863904701	58	65	1941.896552	1961.307692
ENST00000357674	-0.495907447	0.010103346	0.314234898	56	51	2066.589286	1501.137255
ENST00000357681	-0.236969622	0.201588888	0.742492606	82	72	2105.243902	1878.236111
ENST00000357692	-0.111293358	0.502011799	0.887936275	54	52	1956.685185	1781.403846
ENST00000357700	-0.155521326	0.598640708	0.914502271	93	65	1907.688172	1651.138462
ENST00000357702	0.13982609	0.599528687	0.914895277	30	27	1753.8	1941.925926
ENST00000357710	-0.669977281	0.109828159	0.651858075	18	11	2039.944444	1387.181818
ENST00000357714	-0.384202191	0.242828737	0.773971335	25	38	1450.56	1116.263158
ENST00000357720	-0.05323244	0.817904764	0.963724431	92	125	1586.434783	1588.56
ENST00000357731	0.119928446	0.74186669	0.947442171	46	46	1512.934783	1483.043478
ENST00000357732	-0.091943246	0.37176744	0.842720584	505	392	1911.558416	1851.732143
ENST00000357736	-0.248682447	0.555988502	0.90262883	97	84	1901.628866	1827.190476
ENST00000357742	-0.74141989	0.226128674	0.763744446	13	11	2373.153846	1710.363636
ENST00000357743	-0.105455006	0.514145754	0.890234718	73	79	1207.90411	1098.797468
ENST00000357749	-0.391120312	0.299465883	0.808754019	50	37	2411.08	1954.405405
ENST00000357750	-0.183415206	0.201230038	0.741932884	41	42	1107.585366	992.4285714
ENST00000357765	-0.097221839	0.240804668	0.772574858	91	103	1100.43956	1054.640777
ENST00000357783	-0.005179869	0.987144857	0.996387827	15	21	1658.333333	1702.666667
ENST00000357790	-0.166998616	0.009093379	0.300785022	84	213	354.75	300.3615023
ENST00000357799	-0.303366333	0.050140114	0.525492482	67	88	2199.746269	1919.420455
ENST00000357814	0.109296937	0.556150008	0.90262883	36	28	1307.944444	1421.821429
ENST00000357847	-0.19047702	0.244216053	0.77501408	140	138	1094.478571	970.4927536
ENST00000357849	-0.066123235	0.493071692	0.884096718	336	360	1212.96131	1182.397222
ENST00000357854	-0.084051871	0.906724723	0.982255939	12	11	1309.666667	1239.818182
ENST00000357857	-0.00679198	0.980389543	0.995613091	13	11	922.6923077	895.0909091
ENST00000357869	-0.362060528	0.373006419	0.842760601	21	19	1797.809524	1383.157895
ENST00000357878	-0.026961388	0.834760824	0.967185367	68	40	2413.117647	2394.35
ENST00000357886	-0.160888737	0.122004292	0.668863723	73	92	1738.739726	1617.521739
ENST00000357890	-0.200042322	0.282454654	0.802080315	75	75	1332.706667	1219
ENST00000357896	-0.144199643	0.052833712	0.535209213	88	116	888.5681818	820.5948276
ENST00000357903	-0.166208289	0.528118961	0.894346178	201	219	1927.885572	1804.164384
ENST00000357917	-0.470055899	0.148578644	0.700032828	21	18	2205.333333	1850
ENST00000357943	0.233931375	0.33444275	0.824175587	8	19	546.625	653.6842105
ENST00000357949	-0.094525761	0.667718493	0.929675265	94	153	1044.638298	1013.470588
ENST00000357955	0.223598621	0.553403168	0.902581048	43	43	1245.674419	1473.27907
ENST00000357967	-0.822036229	0.204910919	0.745172299	10	12	1842.9	1417.166667
ENST00000357970	0.000652818	0.998939792	0.999874549	12	12	764.6666667	603.0833333
ENST00000357971	-0.034742584	0.767027221	0.952154778	27	57	662.4074074	674.3684211
ENST00000357977	-0.254256541	0.386127673	0.846238291	17	12	1368.588235	1174.5
ENST00000357980	-0.341031644	0.074752212	0.588810969	138	233	1070.086957	835.4849785
ENST00000357984	-0.052537389	0.863759708	0.973152284	18	25	1296.444444	1196.08
ENST00000357988	-0.104694481	0.747237896	0.948792623	15	15	1477.333333	1471.933333
ENST00000357992	0.009565526	0.965999698	0.993669441	60	47	1644.15	1794.893617
ENST00000357997	-0.116217474	0.447938681	0.868498953	242	219	1872.243802	1719.39726
ENST00000358005	-0.186056783	0.112941675	0.655698072	53	47	1272.358491	1156.893617
ENST00000358007	-0.153308396	0.155885457	0.704006186	273	272	1483.875458	1372.036765
ENST00000358008	-0.049718843	0.784754775	0.956674153	27	24	826.3333333	761.1666667
ENST00000358011	-0.327183362	0.138542003	0.689518917	72	87	1658.930556	1435.333333
ENST00000358015	-0.155828627	0.2100786	0.749187022	640	655	1732.8625	1660.850382
ENST00000358022	-0.11421716	0.356166878	0.834727824	186	197	1144.44086	1082.035533
ENST00000358029	-0.230221553	0.498765468	0.885914418	15	19	1775.066667	1671.947368
ENST00000358039	0.058039466	0.75093796	0.9488434	35	47	1369.142857	1472.085106
ENST00000358043	-0.646717795	0.167723809	0.712931963	10	16	1389.4	925.9375
ENST00000358053	-0.413932955	0.07974148	0.598583517	20	23	1483.6	1149.695652
ENST00000358056	-0.271018326	0.30918683	0.812910212	111	113	2164.171171	1849.522124
ENST00000358065	-0.124387379	0.518305339	0.891021375	110	112	1717.963636	1603.285714
ENST00000358075	-0.334149771	0.001290326	0.129023031	215	232	1814.823256	1536.064655
ENST00000358130	-0.1491411	0.010943407	0.323502461	149	210	894.033557	830.5666667
ENST00000358139	-0.073340369	0.792431716	0.957995699	11	12	1031.818182	1016.833333
ENST00000358149	-0.32888976	0.086013509	0.612397705	35	27	1812.742857	1543.740741
ENST00000358154	-0.171329589	0.074884449	0.588979965	292	274	1580.078767	1466.40146
ENST00000358157	-0.618539707	0.001365426	0.129883009	88	67	2500.670455	1883.164179
ENST00000358161	-0.255418525	0.156813651	0.704495628	280	214	1940.075	1768.369159
ENST00000358170	-0.124662222	0.450430362	0.869350041	75	72	2343.666667	2287.555556
ENST00000358171	-0.05732754	0.622735125	0.921254333	437	491	1518.011442	1488.684318
ENST00000358173	-0.289461114	0.295556601	0.806767565	99	94	2509	2379.191489
ENST00000358181	-0.225064249	0.043308943	0.502668018	173	119	1339.011561	1199.773109
ENST00000358187	-0.486840401	0.063133479	0.564632411	30	23	1946.466667	1425.521739
ENST00000358201	0.114870751	0.598951898	0.914502271	57	65	1190.807018	1309.353846
ENST00000358204	-0.03177433	0.909143831	0.983101625	288	227	1709.96875	1710.321586
ENST00000358215	-0.045736793	0.693092384	0.937487425	123	89	1457.113821	1383.134831
ENST00000358220	-0.253456821	0.746047188	0.948492173	15	14	1873.533333	1607.142857
ENST00000358227	-0.053066415	0.136099557	0.687626106	693	948	685.5887446	650.7236287
ENST00000358230	-0.094114028	0.120987741	0.667353636	180	163	1045.555556	989.0858896
ENST00000358232	-0.17319744	0.149480937	0.700776684	154	143	1706.590909	1533.174825
ENST00000358252	0.244540678	0.385906354	0.846238291	89	85	1426.595506	1728.282353
ENST00000358273	-0.45910563	0.1022557	0.640935037	45	21	1801.222222	1445.285714
ENST00000358278	-0.020421045	0.626880727	0.921929335	963	939	1667.25026	1665.833866
ENST00000358290	-0.221471939	0.008733614	0.297544702	136	136	1333.441176	1179.220588
ENST00000358293	-0.597475359	0.122170058	0.669388162	11	13	1625.909091	1329.769231
ENST00000358296	0.147485946	0.802307828	0.96011098	13	24	1438.230769	1768.5
ENST00000358301	-0.383688701	0.204619426	0.745023897	20	33	1666.7	1388
ENST00000358303	-0.392107216	0.001819273	0.150181739	63	68	1747.68254	1411.058824
ENST00000358314	-0.018551223	0.731179337	0.944847483	96	107	1453.15625	1450.859813
ENST00000358334	-0.05958863	0.810657511	0.962128858	148	129	2043.385135	1878.751938
ENST00000358337	-0.238131558	0.29857506	0.808754019	84	87	1380.107143	1266.356322
ENST00000358344	-0.075344336	0.451020802	0.869471967	1738	1610	1292.519563	1267.631056
ENST00000358350	-0.619374264	0.083453207	0.607810098	22	17	3007.863636	2164.176471
ENST00000358357	-0.244706644	0.455390073	0.871341995	30	46	1721.166667	1834.456522
ENST00000358359	-0.210402711	0.611282932	0.918709709	14	13	1868.285714	1408.076923
ENST00000358365	-0.205484764	0.413784398	0.856166594	50	62	2258.82	1946.225806
ENST00000358367	0.31419421	0.584422602	0.910567606	10	17	820	1067.235294
ENST00000358368	-0.218339406	0.333280416	0.823617603	122	155	1882.47541	1700.290323
ENST00000358369	-0.30210403	0.287277171	0.804136487	67	55	1674.58209	1552.745455
ENST00000358372	-0.098717565	0.372360973	0.842720584	69	101	1095.565217	1069.148515
ENST00000358387	-0.101625803	0.359149108	0.83507155	198	179	1201.530303	1143.731844
ENST00000358399	0.012943275	0.977626243	0.994993914	13	12	2075.076923	2196.583333
ENST00000358402	-0.383779217	0.005066425	0.238524748	42	48	1314.904762	1044.25
ENST00000358406	-0.122700902	0.054540342	0.539408246	106	147	1009.283019	949.8843537
ENST00000358409	-0.078060303	0.83653614	0.967301713	7	20	848.4285714	778.85
ENST00000358410	0.033695459	0.933734542	0.987004169	14	18	1968	2031.666667
ENST00000358432	-0.069862801	0.697088157	0.937991499	209	161	1833.631579	1852.813665
ENST00000358435	-0.011789801	0.386602307	0.846377638	1192	1778	482.9513423	478.6327334
ENST00000358438	-0.239972183	0.168489883	0.713826776	27	23	990.7407407	854.4782609
ENST00000358460	-0.293528946	0.29372186	0.80645324	13	15	1209.846154	893.8666667
ENST00000358461	-0.211479568	0.467673298	0.87460809	25	31	2124.24	1808.419355
ENST00000358465	-0.186266674	0.420310397	0.858329744	70	75	1846.085714	1778.786667
ENST00000358485	0.63742607	0.013613178	0.348727868	31	24	1416.322581	2010
ENST00000358495	-0.308205814	0.500755729	0.887203941	8	20	1249.625	1052.75
ENST00000358502	-0.20495934	0.418772334	0.857765531	28	26	1249.428571	1122.846154
ENST00000358506	-0.135267962	0.303327884	0.811265186	253	256	1400.3083	1275.855469
ENST00000358514	-0.10373217	0.013305789	0.34775943	199	270	677.6331658	635.5703704
ENST00000358527	-0.142737604	0.417211012	0.857243984	27	28	1671.037037	1579.607143
ENST00000358528	-0.172407397	0.350880865	0.833124435	230	249	1732.056522	1566.37751
ENST00000358536	0.130217547	0.797878283	0.95916978	16	14	1897.1875	2063.357143
ENST00000358537	-0.008421765	0.974769735	0.994347041	130	115	1919.069231	2152.478261
ENST00000358544	-0.695577289	0.089865346	0.62097791	14	11	2582.214286	1599.272727
ENST00000358548	-0.248970049	0.102294428	0.640935037	69	49	1330.115942	1123.938776
ENST00000358550	0.103519118	0.74635721	0.948625394	23	14	1705.391304	1657.642857
ENST00000358572	-0.075947227	0.620400402	0.920653241	130	151	1103.1	1076.139073
ENST00000358575	-0.313616932	0.10090122	0.637200839	49	66	1510.897959	1365.515152
ENST00000358577	-0.301736769	0.306997198	0.811639991	14	12	1482	1180.666667
ENST00000358595	-0.116016895	0.511061176	0.890130408	110	93	1836.1	1681.688172
ENST00000358598	-0.309925534	0.042980073	0.501288353	92	88	1576.586957	1279.227273
ENST00000358602	0.000988889	0.996632907	0.999222696	108	99	1999.287037	1935.666667
ENST00000358607	-0.067558064	0.400183508	0.851802395	128	153	812.09375	776.2156863
ENST00000358625	-0.092215796	0.252398045	0.781512647	351	355	1551.105413	1490.129577
ENST00000358635	-0.225582489	0.20251116	0.74360842	48	41	1967.520833	1770.585366
ENST00000358655	-0.22514043	0.537083296	0.898139317	63	41	1978.571429	1688.414634
ENST00000358656	-0.230498268	0.388184419	0.847226701	25	31	1393.4	1271.677419
ENST00000358666	-0.006658708	0.532673373	0.896657975	631	883	492.7432647	489.3363533
ENST00000358677	0.046653305	0.730523586	0.944847483	48	57	1219.458333	1232.649123
ENST00000358689	-0.401285149	0.14041076	0.690527881	60	65	1923.833333	1569.492308
ENST00000358691	-0.268211958	0.297157627	0.807927104	46	49	2098.956522	1816.408163
ENST00000358701	-0.100676152	0.663424268	0.929344559	202	179	1854.108911	1792.430168
ENST00000358711	-0.242491706	0.681234056	0.934585351	6	15	1312.666667	1173
ENST00000358713	-0.038499445	0.889036036	0.978112842	34	40	1277.588235	1223.975
ENST00000358715	-0.139155449	0.353934135	0.833863594	54	85	1475.444444	1398.2
ENST00000358716	-0.263493183	0.142062664	0.69322475	54	54	1737.888889	1561.666667
ENST00000358731	-0.174635607	0.519612368	0.891244261	64	83	1800.890625	1958.686747
ENST00000358746	-0.102214889	0.564609972	0.904797351	273	316	2059.893773	2044.21519
ENST00000358747	0.000814533	0.998382012	0.999848014	18	22	1921.722222	1764.863636
ENST00000358752	-0.018298264	0.958713469	0.992869319	27	22	1728.074074	1583.5
ENST00000358755	-0.129334414	0.512347404	0.890234718	55	69	1955.781818	1805.942029
ENST00000358776	-0.178951846	0.680646545	0.934441422	18	16	1257.944444	1142.875
ENST00000358780	-0.186131821	0.374256325	0.843302638	37	73	1740.648649	1633.109589
ENST00000358784	-0.133397555	0.557652474	0.90262883	20	25	1449.15	1303.08
ENST00000358791	0.241609289	0.287742976	0.804136487	47	60	849.4893617	924.6666667
ENST00000358794	-0.069657176	0.735562662	0.946209468	403	432	958.719603	957.5393519
ENST00000358807	-0.120429386	0.764049809	0.95171765	25	34	2132.84	2150.647059
ENST00000358808	0.426312597	0.312164734	0.814085715	18	16	1933.888889	2594.1875
ENST00000358812	-0.039180542	0.853071929	0.971055535	35	34	2173.485714	2123.352941
ENST00000358823	-0.311099665	0.044304757	0.506428478	121	101	2229.495868	1727.673267
ENST00000358849	-0.034110717	0.822199487	0.964717994	38	60	1848.657895	1918.066667
ENST00000358855	-0.17426385	0.39046871	0.847621901	43	39	1659.27907	1564.153846
ENST00000358867	-0.150721509	0.289343402	0.805391812	28	30	759.0357143	708.2666667
ENST00000358869	-0.228137895	0.068729594	0.577063721	108	93	1694.194444	1446.913978
ENST00000358871	0.049806145	0.890267268	0.978201223	13	22	1058.769231	1019.5
ENST00000358896	-0.421128865	0.371400975	0.842689216	13	19	1240	1024.526316
ENST00000358901	-0.179909109	0.20632135	0.746418441	1526	1297	1911.055701	1758.74017
ENST00000358912	-0.304218426	0.449638738	0.868854671	12	18	1965.583333	1867.444444
ENST00000358931	-0.098698399	0.591846577	0.91299721	9	13	702.4444444	658.5384615
ENST00000358932	-0.183159269	0.27783062	0.799702334	27	31	1280.740741	1206.83871
ENST00000358933	-0.111175414	0.71104066	0.940720141	102	115	2244.941176	2215.182609
ENST00000358935	-0.104751002	0.419303841	0.857826998	184	182	1454.608696	1360.489011
ENST00000358951	-0.365401035	0.030916599	0.458499628	101	119	2190.217822	1888.319328
ENST00000358965	-0.182585926	0.471897143	0.875882439	58	54	1518.275862	1408.518519
ENST00000358966	-0.020977781	0.949477299	0.991129547	18	23	1022.555556	960.2173913
ENST00000358994	0.014222078	0.929127488	0.986031578	69	69	1398.405797	1450.753623
ENST00000359003	-0.127770698	0.721139643	0.942998427	28	24	1897.071429	1992.541667
ENST00000359013	-0.35756472	0.258330773	0.78627351	39	20	2080.589744	1785.95
ENST00000359015	-0.145573193	0.690567029	0.936747291	27	21	1988.814815	2042.190476
ENST00000359028	0.250660273	0.415011976	0.85704117	17	15	1398.411765	1589.8
ENST00000359031	0.12409749	0.554710907	0.902581048	27	32	1177.62963	1294.40625
ENST00000359032	-0.437596887	0.030540316	0.457785107	63	71	1937.730159	1565.633803
ENST00000359035	-0.428794797	0.383359024	0.846238291	9	14	1036.111111	661.8571429
ENST00000359039	-0.295769101	0.032661494	0.463423081	120	121	2128.058333	1802.636364
ENST00000359042	-0.246007978	0.231600001	0.766290049	42	48	2179.285714	2054.583333
ENST00000359044	0.158913751	0.655191378	0.929059756	16	12	2674.1875	2883.5
ENST00000359060	-0.080860527	0.830472121	0.965690344	39	44	1108.948718	1133.5
ENST00000359062	-0.159669869	0.434261698	0.864089076	491	542	1970.081466	1878.208487
ENST00000359087	-0.152689346	0.290325511	0.805520024	65	72	1136.092308	1086.416667
ENST00000359092	-0.640147965	0.092365124	0.62370863	20	24	1334.9	940.9583333
ENST00000359114	-0.368176893	0.217065355	0.755149975	21	22	1252.285714	944.8181818
ENST00000359117	-0.396402999	0.100364713	0.636277515	16	20	1562.3125	1246.35
ENST00000359120	-0.094741404	0.842272293	0.968153308	21	19	1849.333333	1690.526316
ENST00000359135	-0.255149986	0.13850471	0.689518917	74	75	1879.567568	1583.306667
ENST00000359139	0.226870832	0.230425551	0.765415839	20	20	538.65	614.6
ENST00000359142	-0.224119231	0.370673772	0.842092965	55	43	2233	1874.744186
ENST00000359154	-0.341703178	0.578151339	0.909427047	17	25	2381.352941	2320.08
ENST00000359171	-0.294555727	0.358797824	0.83507155	103	62	2603.23301	2305.16129
ENST00000359188	0.126891607	0.728202508	0.944828366	10	15	1457.2	1485.533333
ENST00000359191	-0.330472455	0.065563796	0.569804287	79	97	1639.898734	1317.639175
ENST00000359193	-0.41460556	0.241514176	0.772919605	25	32	1343.4	1050.625
ENST00000359204	-0.2010952	0.144763976	0.696591639	57	74	1239.385965	1074.554054
ENST00000359213	-0.140944375	0.613499952	0.919030756	28	24	1816.107143	1660.125
ENST00000359226	0.192223414	0.645666668	0.926853992	6	12	872.3333333	986.3333333
ENST00000359232	-0.143915284	0.481353124	0.881045776	48	44	1897.583333	1801.636364
ENST00000359236	-0.097943023	0.704681461	0.939896007	49	29	1571.081633	1598.758621
ENST00000359242	-0.130964964	0.577071521	0.909427047	27	38	1245.592593	1075.289474
ENST00000359244	-0.13233605	0.594261918	0.913675218	57	43	1557.140351	1380.023256
ENST00000359246	0.136131536	0.66873656	0.929675265	38	18	2216.526316	2453.222222
ENST00000359263	-0.238324735	0.084098857	0.609994054	171	149	2534.070175	2229.161074
ENST00000359265	-0.315495972	0.047067776	0.518589671	24	16	1269.958333	1006.25
ENST00000359273	-0.140212719	0.102299005	0.640935037	69	55	1318.913043	1229.945455
ENST00000359276	-0.259622475	0.520598933	0.891854134	21	22	2312.904762	2153.272727
ENST00000359280	-0.074609418	0.755857264	0.949711876	26	35	1683.346154	1662.057143
ENST00000359282	0.033901262	0.793455719	0.958161083	120	145	744.7083333	769.9103448
ENST00000359285	-0.137153543	0.664394237	0.929600528	78	75	1734.397436	1700.493333
ENST00000359299	-0.08528002	0.572727523	0.907851247	151	180	1190.788079	1114.844444
ENST00000359308	-0.141680377	0.08342865	0.60778578	221	239	1361.40724	1259.656904
ENST00000359314	-0.488021987	3.14E-05	0.024482337	147	154	2024.238095	1548.844156
ENST00000359315	-0.070035252	0.538563703	0.898477207	115	148	1017.782609	985.4932432
ENST00000359321	0.34239296	0.298661108	0.808754019	11	16	918.2727273	1105.4375
ENST00000359326	-0.234256207	0.147015184	0.698785003	50	42	2164.24	1897.119048
ENST00000359337	-0.172132681	0.575234557	0.909058473	215	249	2069.818605	2015.301205
ENST00000359359	-0.055715296	0.874710956	0.975286884	10	14	1200.3	1069.142857
ENST00000359365	-0.088370328	0.706369773	0.939896007	19	17	1518.789474	1478.117647
ENST00000359373	-0.299202251	0.405484335	0.853128076	39	44	1731.179487	1479.068182
ENST00000359374	0.005918126	0.949240248	0.991052181	23	28	673.6086957	664.1071429
ENST00000359393	0.295231457	0.250236525	0.779713081	47	35	1044.489362	1200.085714
ENST00000359415	-0.346564556	0.351194607	0.833399843	111	85	2401.279279	2024.129412
ENST00000359422	0.268637908	0.396137256	0.850006061	27	19	1182.777778	1549.210526
ENST00000359426	-0.208389159	0.386884526	0.84662393	176	150	1860.045455	1734.766667
ENST00000359428	-0.158529125	0.650050454	0.928146806	59	76	2288.254237	2494.657895
ENST00000359429	-0.214227703	0.154174766	0.703162612	190	146	1917.810526	1696.493151
ENST00000359435	-0.13587929	0.008610967	0.295366512	281	256	1354.512456	1270.945313
